OrderID,OrderDate,Region,City,Category,Product,SalesRep,Quantity,UnitPrice,Discount%,PaymentMode,TotalSales
ORD1260,21-06-2024,West,Mumbai,Clothing,T-Shirt,Sneha,5,35304.59,20,Card,141218.36
ORD1261,12-06-2024,West,Ahmedabad,Furniture,Chair,Arjun,11,7868.14,0,UPI,86549.54
ORD1262,30-09-2024,South,Hyderabad,Furniture,Sofa,Rahul,11,43212.36,15,Cash,404035.57
ORD1263,12-05-2024,South,Hyderabad,Electronics,Smartwatch,Sneha,12,44497.24,20,Cash,427173.5
ORD1264,09-07-2024,West,Pune,Furniture,Sofa,Priya,5,32289.27,5,NetBanking,153374.03
ORD1265,01-06-2024,West,Ahmedabad,Furniture,Chair,Pooja,7,3162.6,20,Card,17710.56
ORD1266,19-06-2024,North, Lucknow ,Clothing,Jeans,Rahul,11,54267.89,0,Card,596946.79
ORD1267,10-08-2024,South,Hyderabad,Grocery,Rice,Neha,11,23731.65,5,UPI,247995.74
ORD1268,03-01-2024,North,Jaipur,Clothing,Jeans,Vikas,11,40401.46,0,Card,444416.06
ORD1269,21-08-2024,East,Patna,Electronics,Mobile,Pooja,12,28711.8,10,Cash,310087.44
ORD1270,26-04-2024,West, Mumbai ,Furniture,Table,Amit,4,40048.85,0,NetBanking,160195.4
ORD1271,25-02-2024,North,Jaipur,Clothing,T-Shirt,Pooja,11,46019.38,0,Card,506213.18
ORD1272,04-12-2024,East,Patna,Furniture,Chair,Priya,2,36504.07,0,Cash,73008.14
ORD1273,07-11-2024,West,Mumbai,Electronics,Mobile,Amit,4,42832.15,20,NetBanking,137062.88
ORD1274,02-01-2024,East,Kolkata,Furniture,Almirah,Priya,1,37005.5,0,UPI,37005.5
ORD1275,15-05-2024,West, Pune ,Clothing,Jeans,Neha,8,2944.39,20,NetBanking,18844.1
ORD1276,11-03-2024,North,Delhi,Electronics,Mobile,Priya,11,35666.48,0,Cash,392331.28
ORD1277,23-07-2024,North,Lucknow,Clothing,Jeans,Rahul,8,15096.45,5,UPI,114733.02
ORD1278,01-08-2024,South,Bangalore,Furniture,Chair,Amit,15,32573.12,20,Card,390877.44
ORD1279,13-08-2024,North,Lucknow,Grocery,Sugar,Sneha,1,3670.82,15,Cash,3120.2
ORD1280,26-06-2024,South,Chennai,Electronics,Smartwatch,Amit,11,37261.0,5,Card,389377.45
ORD1281,08-09-2024,South,Bangalore,Grocery,Sugar,Sneha,6,13400.87,0,UPI,80405.22
ORD1282,12-09-2024,West, Mumbai ,Grocery,Sugar,Amit,8,17520.17,5,UPI,133153.29
ORD1283,05-07-2024,West,Pune,Clothing,Jeans,Neha,14,3174.28,0,NetBanking,44439.92
ORD1284,23-06-2024,South,Bangalore,Electronics,Mobile,Rahul,6,45677.64,20,NetBanking,219252.67
ORD1285,08-11-2024,North,Lucknow,Furniture,Almirah,Priya,4,10477.38,20,NetBanking,33527.62
ORD1286,03-12-2024,West, Pune ,Electronics,Mobile,Arjun,10,52599.23,0,NetBanking,525992.3
ORD1287,17-07-2024,South,Bangalore,Furniture,Table,Sneha,11,33109.92,0,Cash,364209.12
ORD1288,09-03-2024,East,Patna,Grocery,Atta,Neha,3,22818.45,15,Card,58187.05
ORD1289,25-06-2024,East,Bhubaneswar,Furniture,Table,Neha,15,37046.08,15,UPI,472337.52
ORD1290,30-09-2024,West,Ahmedabad,Clothing,SAREE,Amit,5,48285.75,5,Card,229357.31
ORD1291,08-05-2024,East,Bhubaneswar,Clothing,Jeans,Pooja,3,46198.12,15,UPI,117805.21
ORD1292,22-12-2024,South,Hyderabad,Furniture,Almirah,Neha,5,38172.9,0,UPI,190864.5
ORD1293,14-08-2024,South,Hyderabad,Electronics,Headphone,Sneha,14,12560.06,15,Card,149464.71
ORD1294,08-02-2024,South,Hyderabad,Clothing,Saree,Rahul,3,52943.64,15,Card,135006.28
ORD1295,29-12-2024,East,Patna,Clothing,T-Shirt,Vikas,15,8683.35,0,NetBanking,130250.25
ORD1296,22-04-2024,East,Bhubaneswar,Clothing,T-Shirt,Sneha,3,28729.22,20,Card,68950.13
ORD1297,21-04-2024,East,Patna,Clothing,Jacket,Neha,13,34081.78,5,NetBanking,
ORD1298,13-06-2024,North,Jaipur,Furniture,Table,Neha,7,50393.1,0,NetBanking,352751.7
ORD1299,08-04-2024,East,Bhubaneswar,Grocery,Rice,Priya,6,28361.43,0,Card,
ORD1300,02-10-2024,North,Delhi,Furniture,Almirah,Rahul,14,38710.31,15,UPI,460652.69
ORD1301,07-02-2024,North,Delhi,Grocery,Atta,Arjun,1,9953.97,0,NetBanking,9953.97
ORD1302,18-07-2024,East,Kolkata,Grocery,Sugar,Priya,11,6683.16,0,Cash,73514.76
ORD1303,14-02-2024,East,Bhubaneswar,Electronics,Headphone,Sneha,5,42137.03,5,Card,200150.89
ORD1304,12-12-2024,South,Chennai,Grocery,Atta,Rahul,15,50296.46,20,UPI,
ORD1305,07-10-2024,West,Ahmedabad,Electronics,Mobile,Rahul,2,16897.08,15,Card,28725.04
ORD1306,28-02-2024,East,Kolkata,Furniture,Table,Pooja,3,36969.59,10,UPI,99817.89
ORD1307,11-04-2024,East,Kolkata,Clothing,T-Shirt,Priya,12,32016.64,0,Card,384199.68
ORD1308,11-11-2024,West,Pune,Clothing,Saree,Rahul,11,16951.02,10,UPI,167815.1
ORD1309,24-11-2024,South,Hyderabad,Clothing,Jeans,Neha,7,15362.05,0,Cash,107534.35
ORD1310,06-11-2024,South,Hyderabad,Grocery,Rice,Priya,2,46330.26,20,UPI,74128.42
ORD1311,18-04-2024,West,Ahmedabad,Electronics,Mobile,Neha,15,2208.77,0,NetBanking,33131.55
ORD1312,13-09-2024,South,Chennai,Furniture,Sofa,Rahul,9,5162.36,0,Card,46461.24
ORD1313,16-10-2024,South,Hyderabad,Grocery,Oil,Pooja,11,47996.29,0,Card,527959.19
ORD1314,22-01-2024,East,Kolkata,Electronics,Headphone,Neha,11,11531.22,20,UPI,101474.74
ORD1315,30-11-2024,South,Chennai,Clothing,Jacket,Sneha,7,20218.26,15,NetBanking,120298.65
ORD1316,05-11-2024,West,Pune,Clothing,Jacket,Rahul,1,27700.67,0,Card,27700.67
ORD1317,27-04-2024,North,Jaipur,Furniture,Sofa,Arjun,7,44652.26,15,UPI,265680.95
ORD1318,30-10-2024,south,Hyderabad,Furniture,Chair,Rahul,3,7582.88,10,NetBanking,20473.78
ORD1319,17-08-2024,North,Delhi,Electronics,Headphone,Rahul,10,54604.12,20,Cash,436832.96
ORD1320,29-10-2024,West, Ahmedabad ,Furniture,Sofa,Arjun,2,12793.8,5,Card,24308.22
ORD1321,03-11-2024,West,Ahmedabad,Electronics,Laptop,Amit,1,48300.84,10,NetBanking,43470.76
ORD1322,28-09-2024,North,Jaipur,Grocery,Atta,Priya,7,12775.85,20,NetBanking,71544.76
ORD1323,12-02-2024,West,Mumbai,Furniture,Sofa,Priya,5,32986.42,10,UPI,148438.89
ORD1324,04-07-2024,East,Patna,Grocery,Oil,Vikas,2,8681.87,15,NetBanking,14759.18
ORD1325,08-07-2024,West,Mumbai,Furniture,Almirah,Rahul,9,30609.14,0,UPI,275482.26
ORD1326,19-04-2024,South,Bangalore,Furniture,Almirah,Arjun,9,22150.74,0,UPI,199356.66
ORD1327,10-08-2024,West,Ahmedabad,Electronics,Laptop,Arjun,2,3711.61,0,Cash,7423.22
ORD1328,06-01-2024,West,Pune,Electronics,Laptop,Sneha,4,46811.11,20,Card,149795.55
ORD1329,01-01-2024,South,Hyderabad,Electronics,Headphone,Amit,3,4958.99,0,UPI,14876.97
ORD1330,21-05-2024,East,Patna,Electronics,HEADPHONE,Priya,4,33428.71,0,UPI,133714.84
ORD1331,11-05-2024,North,Jaipur,Clothing,Jacket,Sneha,15,29677.11,20,Cash,356125.32
ORD1332,29-02-2024,North,Lucknow,Grocery,Sugar,Arjun,5,3901.97,15,Cash,16583.37
ORD1333,17-02-2024,South,Chennai,Electronics,Headphone,Sneha,7,37118.65,20,Cash,207864.44
ORD1334,12-04-2024,West,Ahmedabad,Furniture,Table,Neha,4,40501.51,20,Card,129604.83
ORD1335,05-12-2024,North,Jaipur,Electronics,Mobile,Neha,8,33837.72,20,NetBanking,216561.41
ORD1336,23-05-2024,South,Hyderabad,Clothing,Saree,Amit,7,12370.68,10,Cash,77935.28
ORD1337,23-12-2024,west,Mumbai,Grocery,Oil,Neha,9,25411.87,15,Cash,194400.81
ORD1338,29-08-2024,South,Chennai,Furniture,Sofa,Arjun,10,19001.69,0,Cash,190016.9
ORD1339,17-12-2024,South,Hyderabad,Grocery,Oil,Rahul,4,44817.65,15,Card,152380.01
ORD1340,12-09-2024,South,Chennai,Grocery,Rice,Vikas,3,54756.79,20,UPI,131416.3
ORD1341,20-04-2024,South,Bangalore,Grocery,Rice,Vikas,14,14135.07,20,Cash,158312.78
ORD1342,13-12-2024,North,Lucknow,Electronics,Smartwatch,Neha,10,11102.9,10,NetBanking,99926.1
ORD1343,26-05-2024,West,Ahmedabad,Grocery,Rice,Arjun,8,34817.83,0,UPI,278542.64
ORD1344,09-06-2024,East,Kolkata,Electronics,Laptop,Neha,6,35985.12,15,NetBanking,183524.11
ORD1345,05-03-2024,South,Bangalore,Grocery,Oil,Priya,12,13057.57,0,UPI,156690.84
ORD1346,22-07-2024,North,Delhi,Electronics,Smartwatch,Arjun,9,42121.8,0,Cash,379096.2
ORD1347,16-11-2024,East, Patna ,Furniture,Table,Pooja,3,7393.99,20,NetBanking,17745.58
ORD1348,03-10-2024,South,Hyderabad,Clothing,Saree,Vikas,3,32577.53,5,Cash,92845.96
ORD1349,06-06-2024,North, Lucknow ,Grocery,Oil,Neha,6,22788.77,0,Cash,136732.62
ORD1350,02-06-2024,West,Pune,Grocery,RICE,Arjun,1,42169.63,20,NetBanking,33735.7
ORD1351,26-11-2024,South,Hyderabad,Grocery,Oil,Vikas,7,45597.79,0,Cash,319184.53
ORD1352,03-04-2024,South,Bangalore,Clothing,Saree,Neha,3,16069.82,15,UPI,40978.04
ORD1353,22-02-2024,North, Delhi ,Furniture,Chair,Sneha,5,14951.89,15,Cash,
ORD1354,25-08-2024,West,Pune,Grocery,Atta,Arjun,12,43570.07,0,UPI,522840.84
ORD1355,14-07-2024,South,Chennai,Grocery,Oil,Amit,14,891.33,20,Card,9982.9
ORD1356,18-07-2024,South,Chennai,Grocery,Rice,Priya,11,52874.52,0,Cash,581619.72
ORD1357,27-01-2024,South,Chennai,Grocery,ATTA,Priya,14,36734.87,0,NetBanking,514288.18
ORD1358,19-12-2024,North,Jaipur,Furniture,Chair,Neha,8,37924.68,0,UPI,303397.44
ORD1359,01-10-2024,South,Hyderabad,Electronics,Headphone,Pooja,13,6085.06,5,Card,75150.49
ORD1360,09-03-2024,East,Bhubaneswar,Electronics,Smartwatch,Rahul,5,49446.73,5,Cash,234871.97
ORD1361,10-10-2024,East,Bhubaneswar,Clothing,Saree,Arjun,3,3974.44,0,Card,11923.32
ORD1362,02-02-2024,South,Chennai,Electronics,Headphone,Vikas,11,53200.54,20,Cash,468164.75
ORD1363,24-09-2024,North,Delhi,Grocery,Atta,Sneha,11,3854.06,20,UPI,33915.73
ORD1364,15-11-2024,West,Ahmedabad,Electronics,Smartwatch,Sneha,12,32548.49,0,NetBanking,390581.88
ORD1365,12-10-2024,North,Lucknow,Electronics,Smartwatch,Amit,12,51615.76,5,UPI,588419.66
ORD1366,19-02-2024,South,Hyderabad,Clothing,T-Shirt,Rahul,2,39939.42,10,NetBanking,71890.96
ORD1367,06-12-2024,West,Ahmedabad,Electronics,Headphone,Pooja,7,48578.76,0,Cash,340051.32
ORD1368,20-11-2024,East,Patna,Clothing,Jacket,Vikas,7,45473.29,0,Cash,318313.03
ORD1369,18-01-2024,West,Mumbai,Grocery,SUGAR,Sneha,5,32847.8,10,Cash,147815.1
ORD1370,20-01-2024,South,Bangalore,Electronics,Headphone,Vikas,8,19689.94,0,UPI,157519.52
ORD1371,15-06-2024,North,Jaipur,Grocery,Oil,Vikas,13,26642.82,5,UPI,329038.83
ORD1372,27-06-2024,North,Lucknow,Grocery,Rice,Amit,15,44979.37,5,NetBanking,640956.02
ORD1373,03-10-2024,North,Lucknow,Electronics,Headphone,Pooja,10,8396.99,10,UPI,75572.91
ORD1374,16-03-2024,East,Patna,Furniture,Almirah,Arjun,3,18622.02,5,Card,53072.76
ORD1375,21-07-2024,South,Chennai,Furniture,Almirah,Arjun,11,31508.92,10,Cash,311938.31
ORD1376,06-07-2024,West, Pune ,Electronics,Mobile,Pooja,6,10638.84,0,Card,63833.04
ORD1377,16-12-2024,South,Bangalore,Grocery,Rice,Rahul,6,8748.32,15,Cash,44616.43
ORD1378,18-08-2024,North,Lucknow,Electronics,Headphone,Pooja,8,1446.6,0,Card,11572.8
ORD1379,28-03-2024,North,Lucknow,Electronics,Smartwatch,Priya,1,15763.94,20,NetBanking,12611.15
ORD1380,29-05-2024,North,Delhi,Clothing,Jacket,Neha,14,48610.45,5,NetBanking,646518.98
ORD1381,22-08-2024,south,Hyderabad,Electronics,Laptop,Rahul,9,50963.98,0,UPI,458675.82
ORD1382,03-06-2024,East,Bhubaneswar,Clothing,Jacket,Amit,4,54780.49,10,Cash,197209.76
ORD1383,02-12-2024,East,Patna,Furniture,Table,Arjun,3,5011.17,5,Card,14281.83
ORD1384,17-06-2024,East,Bhubaneswar,Furniture,Almirah,Rahul,8,29914.41,0,Cash,239315.28
ORD1385,16-10-2024,South,Hyderabad,Furniture,Almirah,Rahul,15,8861.03,0,UPI,132915.45
ORD1386,14-08-2024,West,Pune,Clothing,Saree,Rahul,12,51370.52,15,UPI,523979.3
ORD1387,17-12-2024,South,Bangalore,Clothing,Jeans,Neha,1,19887.52,15,Card,16904.39
ORD1388,24-03-2024,West, Mumbai ,Grocery,Sugar,Sneha,4,12599.76,5,Card,47879.09
ORD1389,07-09-2024,West,Ahmedabad,Electronics,Laptop,Arjun,12,18004.28,5,Cash,205248.79
ORD1390,21-08-2024,North,Lucknow,Grocery,Rice,Amit,14,48301.63,0,Card,676222.82
ORD1391,26-05-2024,West,Pune,Clothing,Saree,Pooja,8,9323.47,0,UPI,74587.76
ORD1392,30-07-2024,South,Chennai,Electronics,Laptop,Priya,6,24908.54,0,Cash,149451.24
ORD1393,28-02-2024,North,Delhi,Clothing,Jeans,Rahul,12,24827.03,0,NetBanking,297924.36
ORD1394,16-10-2024,South,Chennai,Grocery,Rice,Vikas,14,36342.26,0,Cash,508791.64
ORD1395,08-03-2024,South,Bangalore,Grocery,Atta,Amit,4,393.6,20,NetBanking,1259.52
ORD1396,28-07-2024,west,Pune,Furniture,Table,Sneha,8,4551.39,10,UPI,32770.01
ORD1397,27-06-2024,North,Jaipur,Furniture,Table,Amit,1,8166.52,0,UPI,8166.52
ORD1398,25-05-2024,South,Hyderabad,Grocery,Oil,Neha,10,36418.67,15,UPI,309558.69
ORD1399,13-07-2024,East,Patna,Electronics,Headphone,Vikas,14,3908.13,5,Cash,51978.13
ORD1400,30-01-2024,South,Hyderabad,Grocery,Oil,Vikas,2,31510.92,15,NetBanking,53568.56
ORD1401,10-11-2024,East,Kolkata,Clothing,Jacket,Vikas,10,27402.55,15,Card,232921.67
ORD1402,16-11-2024,North,Lucknow,Electronics,Mobile,Neha,13,6662.33,20,Card,69288.23
ORD1403,04-02-2024,East, Patna ,Electronics,Laptop,Amit,5,16655.56,10,Card,74950.02
ORD1404,02-09-2024,East,Bhubaneswar,Furniture,Sofa,Neha,15,26202.62,0,NetBanking,393039.3
ORD1405,13-12-2024,East,Bhubaneswar,Grocery,Rice,Neha,6,30623.71,0,UPI,183742.26
ORD1406,11-07-2024,North,Lucknow,Furniture,Sofa,Vikas,11,29478.17,0,Cash,324259.87
ORD1407,11-09-2024,West,Mumbai,Electronics,Headphone,Neha,15,13222.8,5,UPI,188424.9
ORD1408,13-01-2024,West,Ahmedabad,Furniture,Chair,Vikas,13,26649.94,10,Cash,311804.3
ORD1409,19-01-2024,South, Bangalore ,Furniture,Chair,Priya,8,21439.83,20,Cash,137214.91
ORD1410,03-12-2024,North,Jaipur,Grocery,Rice,Vikas,12,17323.95,10,Cash,187098.66
ORD1411,17-03-2024,North,Lucknow,Clothing,Saree,Neha,3,15195.3,0,Cash,45585.9
ORD1412,06-02-2024,South,Bangalore,Furniture,SOFA,Amit,5,33806.81,0,UPI,169034.05
ORD1413,19-07-2024,North,Lucknow,Grocery,Rice,Neha,3,38816.33,10,Card,104804.09
ORD1414,23-12-2024,South,Bangalore,Electronics,Smartwatch,Sneha,8,5530.01,0,Card,44240.08
ORD1415,24-12-2024,West,Mumbai,Clothing,Jacket,Priya,15,36651.9,20,Cash,439822.8
ORD1416,27-06-2024,South,Chennai,Grocery,Sugar,Priya,10,31692.37,10,Cash,285231.33
ORD1417,13-11-2024,West,Mumbai,Grocery,Sugar,Arjun,4,30227.61,5,Cash,114864.92
ORD1418,30-12-2024,North,Jaipur,Furniture,Table,Rahul,10,46053.8,0,Cash,460538.0
ORD1419,01-11-2024,North,Jaipur,Grocery,Rice,Amit,13,45128.64,0,Card,586672.32
ORD1420,11-11-2024,East,Patna,Furniture,Almirah,Vikas,10,24704.36,0,NetBanking,247043.6
ORD1421,18-09-2024,North,Jaipur,Clothing,T-Shirt,Neha,7,46650.49,20,UPI,261242.74
ORD1422,25-12-2024,South,Chennai,Clothing,T-Shirt,Rahul,10,21805.9,0,NetBanking,218059.0
ORD1423,01-08-2024,West,Pune,Furniture,Table,Pooja,3,16008.2,20,NetBanking,
ORD1424,31-07-2024,South,Hyderabad,Furniture,Chair,Arjun,14,25190.37,20,NetBanking,282132.14
ORD1425,05-08-2024,South,Bangalore,Grocery,Atta,Neha,10,607.16,5,UPI,5768.02
ORD1426,24-10-2024,East,Kolkata,Electronics,Smartwatch,Vikas,8,52903.23,0,NetBanking,423225.84
ORD1427,18-11-2024,South,Chennai,Electronics,Mobile,Amit,12,36572.78,15,Cash,373042.36
ORD1428,28-08-2024,West,Ahmedabad,Electronics,Smartwatch,Vikas,10,40413.04,5,Cash,383923.88
ORD1429,27-01-2024,South, Hyderabad ,Electronics,Smartwatch,Priya,11,54471.99,20,Cash,479353.51
ORD1430,11-05-2024,East,Patna,Clothing,Jeans,Rahul,1,40830.32,10,Cash,36747.29
ORD1431,17-01-2024,South,Hyderabad,Furniture,Almirah,Arjun,6,54127.13,0,NetBanking,324762.78
ORD1432,22-10-2024,South,Bangalore,Furniture,Almirah,Arjun,12,46332.45,0,NetBanking,555989.4
ORD1433,15-12-2024,South,Chennai,Clothing,SAREE,Pooja,12,21575.86,0,NetBanking,258910.32
ORD1434,22-11-2024,North,Jaipur,Clothing,T-Shirt,Priya,6,52598.86,5,Cash,299813.5
ORD1435,10-12-2024,South,Hyderabad,Grocery,Sugar,Amit,10,42423.25,10,UPI,381809.25
ORD1436,23-02-2024,North,Jaipur,Electronics,Smartwatch,Amit,11,24637.63,0,Card,271013.93
ORD1437,07-03-2024,North,Jaipur,Electronics,Mobile,Vikas,7,36170.43,15,Cash,215214.06
ORD1438,06-08-2024,West,Pune,Grocery,Rice,Amit,12,49705.85,20,NetBanking,477176.16
ORD1439,15-05-2024,North,Lucknow,Grocery,Atta,Priya,3,24343.5,5,Card,69378.97
ORD1440,12-05-2024,North,Lucknow,Grocery,Oil,Rahul,2,2110.38,0,UPI,4220.76
ORD1441,24-12-2024,east,Kolkata,Electronics,Smartwatch,Arjun,6,49773.04,10,UPI,268774.42
ORD1442,03-09-2024,West,Ahmedabad,Furniture,Chair,Priya,2,31284.96,0,Cash,62569.92
ORD1443,27-11-2024,West,Pune,Clothing,T-Shirt,Priya,4,9878.68,0,Cash,39514.72
ORD1444,07-04-2024,West,Ahmedabad,Grocery,Rice,Vikas,3,2156.27,0,NetBanking,6468.81
ORD1445,29-01-2024,North,Lucknow,Grocery,Rice,Rahul,6,43370.26,0,Card,260221.56
ORD1446,30-11-2024,south,Chennai,Electronics,Mobile,Amit,1,26022.84,10,Cash,23420.56
ORD1447,02-02-2024,South,Hyderabad,Electronics,Smartwatch,Arjun,14,44997.38,0,Cash,629963.32
ORD1448,21-10-2024,North,Jaipur,Grocery,Atta,Priya,9,7725.65,20,UPI,55624.68
ORD1449,22-12-2024,West,Mumbai,Clothing,Jeans,Arjun,6,30526.74,5,Card,174002.42
ORD1450,04-01-2024,North,Delhi,Electronics,Smartwatch,Pooja,3,50952.31,15,Card,129928.39
ORD1451,18-08-2024,East, Bhubaneswar ,Furniture,Table,Priya,7,13311.11,0,Cash,93177.77
ORD1452,30-04-2024,North,Jaipur,Clothing,Saree,Sneha,4,6639.43,10,NetBanking,23901.95
ORD1453,27-02-2024,North,Delhi,Furniture,Sofa,Amit,13,8377.11,20,UPI,87121.94
ORD1454,08-05-2024,South,Chennai,Clothing,Jacket,Rahul,6,34001.7,20,UPI,163208.16
ORD1455,15-08-2024,North,Delhi,Grocery,Rice,Neha,10,31970.95,5,Card,303724.02
ORD1456,11-07-2024,West,Mumbai,Electronics,Laptop,Pooja,15,12292.32,5,Card,175165.56
ORD1457,09-04-2024,South,Chennai,Grocery,Atta,Rahul,11,19850.74,0,UPI,218358.14
ORD1458,24-06-2024,West,Mumbai,Grocery,Sugar,Sneha,4,48775.21,10,UPI,175590.76
ORD1459,30-08-2024,South,Hyderabad,Grocery,Sugar,Sneha,14,25559.41,0,Card,357831.74
ORD1460,28-08-2024,North,Delhi,Electronics,Smartwatch,Priya,12,42319.63,0,NetBanking,507835.56
ORD1461,07-01-2024,North,Jaipur,Grocery,Oil,Pooja,12,40301.89,0,Cash,483622.68
ORD1462,25-08-2024,North,Lucknow,Furniture,Almirah,Amit,13,7796.59,15,UPI,86152.32
ORD1463,06-08-2024,North,Lucknow,Grocery,Atta,Neha,13,14984.46,10,UPI,175318.18
ORD1464,06-07-2024,North,Lucknow,Clothing,T-Shirt,Sneha,8,34128.51,0,Card,273028.08
ORD1465,01-09-2024,North,Jaipur,Clothing,Jeans,Neha,12,51665.31,10,Cash,557985.35
ORD1466,02-02-2024,East,Kolkata,Clothing,Saree,Vikas,6,19118.42,5,NetBanking,108974.99
ORD1467,14-02-2024,South,Chennai,Clothing,T-Shirt,Rahul,2,21609.4,0,NetBanking,43218.8
ORD1468,01-08-2024,North,Lucknow,Furniture,Table,Sneha,11,29870.64,0,UPI,
ORD1469,23-10-2024,East,Patna,Electronics,Laptop,Pooja,6,36135.68,20,NetBanking,173451.26
ORD1470,13-05-2024,East,Kolkata,Clothing,Jeans,Rahul,4,26736.52,0,Card,106946.08
ORD1471,20-12-2024,South,Hyderabad,Clothing,Jeans,Pooja,15,36716.31,0,Cash,550744.65
ORD1472,28-12-2024,South,Hyderabad,Clothing,Jeans,Priya,1,36672.32,0,UPI,36672.32
ORD1473,12-06-2024,South,Chennai,Grocery,Sugar,Vikas,3,435.33,15,Card,1110.09
ORD1474,02-09-2024,North,Jaipur,Grocery,Atta,Pooja,15,2396.43,15,Cash,30554.48
ORD1475,24-11-2024,North,Jaipur,Electronics,Headphone,Pooja,4,32172.04,0,UPI,128688.16
ORD1476,04-11-2024,West,Pune,Grocery,Oil,Neha,10,28233.26,0,NetBanking,282332.6
ORD1477,28-06-2024,East,Patna,Clothing,T-Shirt,Arjun,5,53768.29,20,NetBanking,215073.16
ORD1478,31-07-2024,West,Ahmedabad,Clothing,Jeans,Neha,3,45986.03,10,UPI,124162.28
ORD1479,23-11-2024,North,Lucknow,Grocery,Rice,Rahul,15,15178.42,0,NetBanking,227676.3
ORD1480,26-10-2024,North, Lucknow ,Clothing,SAREE,Pooja,5,27276.71,15,UPI,115926.02
ORD1481,18-12-2024,South,Chennai,Clothing,Saree,Neha,11,13612.31,0,NetBanking,149735.41
ORD1482,02-03-2024,west,Ahmedabad,Grocery,Atta,Pooja,6,28286.42,10,Card,152746.67
ORD1483,03-07-2024,north,Lucknow,Clothing,Jeans,Sneha,7,35066.34,0,Card,245464.38
ORD1484,16-12-2024,East,Patna,Electronics,Laptop,Rahul,13,16698.76,15,UPI,184521.3
ORD1485,29-07-2024,East,Patna,Furniture,Sofa,Priya,6,50665.72,0,NetBanking,303994.32
ORD1486,09-01-2024,North,Delhi,Grocery,Rice,Neha,8,19281.9,15,Card,131116.92
ORD1487,06-03-2024,North,Delhi,Clothing,T-Shirt,Priya,14,38244.58,15,UPI,455110.5
ORD1488,10-04-2024,West,Mumbai,Electronics,Smartwatch,Priya,2,1997.04,15,Cash,3394.97
ORD1489,15-04-2024,North, Jaipur ,Electronics,Mobile,Vikas,10,49584.38,0,Cash,495843.8
ORD1490,18-10-2024,South,Hyderabad,Clothing,Jeans,Rahul,2,5630.99,10,UPI,10135.78
ORD1491,23-12-2024,West,Pune,Electronics,Laptop,Sneha,10,10344.89,15,Card,87931.56
ORD1492,26-08-2024,East,Kolkata,Grocery,Rice,Neha,2,28681.07,5,NetBanking,54494.03
ORD1493,03-11-2024,East,Patna,Electronics,Smartwatch,Sneha,12,17297.98,20,UPI,166060.61
ORD1494,11-12-2024,South,Bangalore,Grocery,Atta,Arjun,8,37030.83,5,UPI,281434.31
ORD1495,22-06-2024,East,Kolkata,Furniture,Chair,Vikas,4,32803.85,5,NetBanking,124654.63
ORD1496,18-09-2024,West,Pune,Clothing,Saree,Rahul,5,8276.1,5,UPI,39311.47
ORD1497,13-12-2024,North,Lucknow,Electronics,Mobile,Priya,1,53469.58,5,NetBanking,50796.1
ORD1498,11-09-2024,East,Bhubaneswar,Grocery,Oil,Amit,8,27862.75,10,NetBanking,200611.8
ORD1499,11-07-2024,West,Pune,Electronics,Smartwatch,Rahul,8,25389.16,0,NetBanking,203113.28
ORD1500,18-07-2024,East,Bhubaneswar,Grocery,Oil,Pooja,8,42067.81,10,Card,302888.23
ORD1501,29-10-2024,East,Patna,Electronics,Smartwatch,Rahul,7,34008.29,0,Cash,238058.03
ORD1502,19-02-2024,East,Patna,Clothing,T-Shirt,Vikas,7,19113.84,0,UPI,133796.88
ORD1503,27-03-2024,North,Lucknow,Electronics,Headphone,Vikas,1,29705.24,0,UPI,29705.24
ORD1504,19-10-2024,East,Patna,Grocery,Rice,Neha,7,17868.69,0,Card,125080.83
ORD1505,11-09-2024,West,Mumbai,Clothing,Jacket,Vikas,11,46633.91,20,NetBanking,410378.41
ORD1506,21-06-2024,North,Jaipur,Furniture,Chair,Vikas,5,3886.38,20,Cash,15545.52
ORD1507,24-07-2024,South,Chennai,Grocery,Atta,Rahul,5,34448.02,5,NetBanking,163628.09
ORD1508,29-09-2024,East,Bhubaneswar,Furniture,Almirah,Sneha,13,33870.34,20,Cash,352251.54
ORD1509,16-12-2024,South,Bangalore,Grocery,Oil,Arjun,13,16655.11,5,Cash,205690.61
ORD1510,03-11-2024,East, Bhubaneswar ,Clothing,Jeans,Pooja,4,22441.45,0,NetBanking,89765.8
ORD1511,19-05-2024,South,Bangalore,Grocery,Rice,Pooja,3,1796.97,20,UPI,4312.73
ORD1512,01-06-2024,East,Bhubaneswar,Electronics,Mobile,Rahul,14,3684.28,5,Card,49000.92
ORD1513,16-02-2024,East,Patna,Electronics,Mobile,Sneha,4,33070.21,20,NetBanking,105824.67
ORD1514,19-04-2024,North,Delhi,Furniture,Table,Priya,5,24283.25,0,Cash,121416.25
ORD1515,15-03-2024,South, Chennai ,Grocery,Sugar,Amit,6,26242.15,0,Card,157452.9
ORD1516,24-12-2024,East,Bhubaneswar,Clothing,Saree,Arjun,6,49693.01,15,Cash,253434.35
ORD1517,17-04-2024,South,Chennai,Clothing,T-Shirt,Amit,14,48985.52,5,Cash,651507.42
ORD1518,30-07-2024,West,Ahmedabad,Electronics,Smartwatch,Vikas,15,46295.76,15,UPI,590270.94
